"id,Age,Gender,Education_Level,Marital_Status,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt_to_Income_Ratio,Assets_Value,Number_of_Dependents,City,State,Country,Previous_Defaults,Marital_Status_Change,Risk_Rating,Created_At,Cleaned_Income,Updated_DTI,Education_Ordinal_Rank,Default_Flag"
"423,39,Non-binary,""High School"",Widowed,0.00,669,13763.00,AUTO,Employed,10,FAIR,0.263591,274678.00,4,""West Kennethhaven"",CA,Afghanistan,2,2,Low,""2026-04-23 19:13:45"",69718.619373,0.1974,1,1"
"424,39,Female,Bachelor's,Divorced,81517.00,711,32838.00,BUSINESS,Employed,19,FAIR,0.437871,148754.00,4,""South Whitneyview"",NY,Argentina,3,1,Low,""2026-04-23 19:13:45"",81517.000000,0.4028,2,1"
"425,61,Non-binary,Bachelor's,Divorced,116794.00,703,0.00,AUTO,Employed,11,POOR,0.581184,159939.17,1,Rodriguezborough,IL,Senegal,4,1,Medium,""2026-04-23 19:13:45"",116794.000000,0.0000,2,1"
"426,35,Non-binary,PhD,Single,108586.00,625,41978.00,PERSONAL,Employed,2,EXCELLENT,0.478344,182403.00,0,""Lake Frankfurt"",KS,""Bosnia and Herzegovina"",3,2,Medium,""2026-04-23 19:13:45"",108586.000000,0.3866,4,1"
"427,45,Male,PhD,Single,0.00,701.157,39662.00,AUTO,Employed,7,EXCELLENT,0.145914,224294.00,1,Leehaven,AK,""Christmas Island"",3,0,High,""2026-04-23 19:13:45"",70442.604895,0.5630,4,1"
"429,48,Female,""High School"",Divorced,0.00,655,0.00,HOME,Self-employed,9,GOOD,0.597531,34815.00,1,""East Zachary"",FL,""Burkina Faso"",0,2,High,""2026-04-23 19:13:45"",69718.619373,0.0000,1,0"
"430,49,Non-binary,PhD,Widowed,75452.00,673,21742.00,AUTO,Self-employed,0,FAIR,0.387087,159939.17,0,Masonborough,MT,""Sao Tome and Principe"",0,1,Medium,""2026-04-23 19:13:45"",75452.000000,0.2882,4,0"
"432,55,Non-binary,PhD,Single,38638.00,696,13632.00,PERSONAL,Self-employed,19,EXCELLENT,0.509252,143434.00,4,Raymondshire,OH,""Hong Kong"",0,0,Medium,""2026-04-23 19:13:45"",38638.000000,0.3528,4,0"
"433,54,Male,Bachelor's,Single,60753.00,778,25200.00,PERSONAL,Unemployed,12,GOOD,0.272872,219389.00,2,""West Anthonyberg"",IN,Senegal,3,2,High,""2026-04-23 19:13:45"",60753.000000,0.4148,2,1"
"434,59,Female,""High School"",Married,82813.00,689,0.00,HOME,Self-employed,4,FAIR,0.504025,22676.00,0,""East Michaelton"",VT,Timor-Leste,0,2,Low,""2026-04-23 19:13:45"",82813.000000,0.0000,1,0"
"435,35,Non-binary,Master's,Married,56734.00,761,46826.00,PERSONAL,Unemployed,15,EXCELLENT,0.387846,238379.00,1,""Port Patrickberg"",IL,Italy,1,0,Low,""2026-04-23 19:13:45"",56734.000000,0.8254,3,1"
"436,21,Female,PhD,Married,58918.00,618,22165.00,HOME,Employed,0,GOOD,0.381804,222403.00,3,""New Christopherland"",IL,""Slovakia (Slovak Republic)"",2,2,Medium,""2026-04-23 19:13:45"",58918.000000,0.3762,4,1"
"437,46,Non-binary,""High School"",Divorced,82670.00,697.601,46613.00,PERSONAL,Unemployed,1,GOOD,0.534613,104191.00,1,Charlesmouth,FM,Kuwait,4,0,Low,""2026-04-23 19:13:45"",82670.000000,0.5638,1,1"
"438,51,Female,Master's,Widowed,47685.00,718,23891.00,HOME,Unemployed,0,POOR,0.201202,112966.00,4,Johnton,KY,""British Indian Ocean Territory (Chagos Archipelago)"",2,2,Low,""2026-04-23 19:13:45"",47685.000000,0.5010,3,1"
"439,19,Non-binary,Master's,Married,0.00,626,41316.00,BUSINESS,Employed,0,EXCELLENT,0.103289,244728.00,3,Garciamouth,OK,Ethiopia,2,2,Medium,""2026-04-23 19:13:45"",69934.968970,0.5908,3,1"
"440,32,Male,""High School"",Single,118835.00,722,11982.00,BUSINESS,Unemployed,5,GOOD,0.379654,209403.00,1,""North Amy"",WI,""French Guiana"",2,1,Medium,""2026-04-23 19:13:45"",118835.000000,0.1008,1,1"
"442,37,Male,PhD,Divorced,31217.00,701.157,27253.00,HOME,Unemployed,3,POOR,0.368676,292887.00,1,Wilcoxhaven,NJ,""South Africa"",1,1,Low,""2026-04-23 19:13:45"",31217.000000,0.8730,4,1"
"443,31,Non-binary,Bachelor's,Single,57304.00,600,0.00,AUTO,Unemployed,7,FAIR,0.215709,178124.00,2,Nicholasborough,NV,Malaysia,0,2,Low,""2026-04-23 19:13:45"",57304.000000,0.0000,2,0"
"444,50,Male,""High School"",Single,118759.00,697.601,26341.00,BUSINESS,Unemployed,2,POOR,0.34114,159939.17,1,Mosesburgh,CA,Jersey,2,1,Low,""2026-04-23 19:13:45"",118759.000000,0.2218,1,1"
"445,36,Male,PhD,Divorced,118962.00,712,30328.00,AUTO,Self-employed,0,POOR,0.373724,269560.00,4,""East Andrew"",WY,Yemen,0,2,Medium,""2026-04-23 19:13:45"",118962.000000,0.2549,4,0"
"446,42,Non-binary,PhD,Divorced,37540.00,672,6724.00,AUTO,Self-employed,16,POOR,0.106682,217834.00,0,Schmidtbury,AL,""San Marino"",2,0,Low,""2026-04-23 19:13:45"",37540.000000,0.1791,4,1"
"448,49,Non-binary,PhD,Widowed,41966.00,618,35534.00,HOME,Unemployed,6,GOOD,0.272132,151975.00,0,""Port Joel"",AR,Peru,0,2,Low,""2026-04-23 19:13:45"",41966.000000,0.8467,4,0"
"449,63,Non-binary,""High School"",Divorced,24435.00,696,49852.00,PERSONAL,Unemployed,12,POOR,0.374582,173878.00,1,Hortonstad,WY,Indonesia,1,2,Low,""2026-04-23 19:13:45"",24435.000000,2.0402,1,1"
"450,67,Non-binary,""High School"",Married,27131.00,605,9171.00,HOME,Employed,14,EXCELLENT,0.492693,274572.00,1,Caseville,NH,Tonga,0,2,Medium,""2026-04-23 19:13:45"",27131.000000,0.3380,1,0"
"452,68,Female,""High School"",Widowed,63130.00,705,25293.00,BUSINESS,Employed,7,FAIR,0.193761,30506.00,2,Davemouth,WY,Jersey,1,1,Low,""2026-04-23 19:13:45"",63130.000000,0.4006,1,1"
"453,41,Non-binary,Master's,Single,63809.00,699.211,14877.00,AUTO,Self-employed,1,GOOD,0.579157,118514.00,0,Fieldsbury,PA,Cameroon,1,0,Medium,""2026-04-23 19:13:45"",63809.000000,0.2331,3,1"
"454,68,Male,Bachelor's,Married,52959.00,790,7678.00,AUTO,Employed,13,GOOD,0.395187,159939.17,4,Jenkinsshire,ND,Qatar,0,2,Low,""2026-04-23 19:13:45"",52959.000000,0.1450,2,0"
"455,64,Male,Master's,Widowed,49367.00,772,12840.00,AUTO,Employed,11,FAIR,0.461117,249394.00,0,Alexanderview,SC,""Trinidad and Tobago"",3,0,Medium,""2026-04-23 19:13:45"",49367.000000,0.2601,3,1"
"456,50,Non-binary,PhD,Single,0.00,749,25968.00,PERSONAL,Unemployed,8,GOOD,0.154223,249657.00,0,Kimberlyside,AS,Iran,4,2,High,""2026-04-23 19:13:45"",70442.604895,0.3686,4,1"
"457,52,Male,Bachelor's,Married,0.00,759,48791.00,PERSONAL,Unemployed,0,EXCELLENT,0.101661,71804.00,1,""Port Ericaton"",MO,Montenegro,2,1,Low,""2026-04-23 19:13:45"",69652.443967,0.7005,2,1"
"459,56,Non-binary,PhD,Divorced,0.00,701.157,26852.00,BUSINESS,Employed,16,FAIR,0.134528,140920.00,0,Kellyberg,VT,""Russian Federation"",2,0,Low,""2026-04-23 19:13:45"",70442.604895,0.3812,4,1"
"460,45,Non-binary,""High School"",Married,119576.00,755,0.00,AUTO,Employed,3,EXCELLENT,0.135681,159939.17,4,""East Ericberg"",KS,Mauritius,0,0,Medium,""2026-04-23 19:13:45"",119576.000000,0.0000,1,0"
"461,44,Male,Bachelor's,Single,107988.00,761,48101.00,PERSONAL,Self-employed,10,EXCELLENT,0.115235,293530.00,3,Frankstad,MN,""Wallis and Futuna"",2,1,Low,""2026-04-23 19:13:45"",107988.000000,0.4454,2,1"
"462,39,Male,Bachelor's,Single,82457.00,626,49079.00,PERSONAL,Unemployed,5,FAIR,0.182392,159939.17,4,Jessicaborough,AS,Ireland,2,2,Low,""2026-04-23 19:13:45"",82457.000000,0.5952,2,1"
"463,54,Male,Bachelor's,Single,60566.00,634,0.00,AUTO,Self-employed,4,EXCELLENT,0.239062,41499.00,4,Taylorton,TX,""Sao Tome and Principe"",1,1,Medium,""2026-04-23 19:13:45"",60566.000000,0.0000,2,1"
"464,32,Female,Bachelor's,Single,22919.00,662,37477.00,BUSINESS,Employed,11,EXCELLENT,0.259246,114916.00,4,Oscarside,UT,Afghanistan,3,2,Low,""2026-04-23 19:13:45"",22919.000000,1.6352,2,1"
"465,47,Male,Bachelor's,Single,70603.00,699.038,6308.00,AUTO,Self-employed,10,POOR,0.135443,23387.00,3,""Port Joseph"",KY,Cameroon,3,0,Medium,""2026-04-23 19:13:45"",70603.000000,0.0893,2,1"
"466,53,Non-binary,Bachelor's,Widowed,24799.00,692,24866.00,AUTO,Self-employed,12,FAIR,0.213849,159939.17,1,Mcphersonfort,WV,Zimbabwe,0,2,Low,""2026-04-23 19:13:45"",24799.000000,1.0027,2,0"
"467,49,Female,Master's,Divorced,107278.00,621,0.00,AUTO,Self-employed,18,FAIR,0.19481,238632.00,2,""South Calebbury"",NM,""Kyrgyz Republic"",2,2,Low,""2026-04-23 19:13:45"",107278.000000,0.0000,3,1"
"468,59,Male,Master's,Married,78397.00,770,23197.00,AUTO,Employed,6,FAIR,0.309221,159939.17,3,Lesterburgh,VI,Niger,0,0,Low,""2026-04-23 19:13:45"",78397.000000,0.2959,3,0"
"469,62,Non-binary,Master's,Single,0.00,699.211,44225.00,AUTO,Unemployed,7,FAIR,0.178461,279623.00,0,Davenportmouth,FL,""Holy See (Vatican City State)"",2,2,High,""2026-04-23 19:13:45"",69934.968970,0.6324,3,1"
"470,69,Female,PhD,Single,89529.00,636,11861.00,BUSINESS,Self-employed,2,EXCELLENT,0.278412,214415.00,0,""South Ashley"",RI,Vietnam,2,2,High,""2026-04-23 19:13:45"",89529.000000,0.1325,4,1"
"471,60,Non-binary,""High School"",Single,20863.00,697.601,41158.00,PERSONAL,Employed,16,GOOD,0.276734,57096.00,1,Russellhaven,NC,Kenya,2,2,Low,""2026-04-23 19:13:45"",20863.000000,1.9728,1,1"
"472,27,Non-binary,PhD,Divorced,75268.00,701.157,42339.00,BUSINESS,Employed,6,POOR,0.27803,283128.00,1,""East Tina"",MS,""Hong Kong"",0,2,Low,""2026-04-23 19:13:45"",75268.000000,0.5625,4,0"
"475,53,Male,Bachelor's,Widowed,115637.00,759,38288.00,PERSONAL,Unemployed,18,GOOD,0.460293,80877.00,0,Bakerview,NE,""Antigua and Barbuda"",3,1,Medium,""2026-04-23 19:13:45"",115637.000000,0.3311,2,1"
"477,51,Non-binary,Master's,Married,38910.00,777,21601.00,HOME,Unemployed,7,FAIR,0.307022,72799.00,0,""North Robert"",NV,Guadeloupe,2,0,Low,""2026-04-23 19:13:45"",38910.000000,0.5552,3,1"
"478,27,Non-binary,Master's,Divorced,0.00,754,0.00,AUTO,Unemployed,7,GOOD,0.239823,214557.00,2,Edwardhaven,IN,Qatar,4,0,Medium,""2026-04-23 19:13:45"",69934.968970,0.0000,3,1"
"479,59,Female,PhD,Widowed,94279.00,701.157,49827.00,BUSINESS,Self-employed,6,EXCELLENT,0.202377,68073.00,0,Bryanville,WY,Israel,3,1,Medium,""2026-04-23 19:13:45"",94279.000000,0.5285,4,1"
"480,57,Male,Master's,Single,113260.00,655,28094.00,BUSINESS,Employed,18,FAIR,0.501227,159939.17,3,""South Scott"",ME,Zimbabwe,0,0,Low,""2026-04-23 19:13:45"",113260.000000,0.2480,3,0"
"482,55,Male,PhD,Divorced,52919.00,699,47283.00,HOME,Employed,14,GOOD,0.523999,299435.00,4,Johnsonton,RI,Guinea,0,0,High,""2026-04-23 19:13:45"",52919.000000,0.8935,4,0"
"483,38,Female,""High School"",Divorced,117098.00,733,39836.00,BUSINESS,Employed,16,EXCELLENT,0.509798,215328.00,0,""West Sharon"",NJ,Vietnam,2,0,Medium,""2026-04-23 19:13:45"",117098.000000,0.3402,1,1"
"484,33,Male,""High School"",Widowed,83303.00,712,23883.00,BUSINESS,Unemployed,4,POOR,0.410752,117508.00,1,Ashleeshire,DC,""New Caledonia"",4,0,Low,""2026-04-23 19:13:45"",83303.000000,0.2867,1,1"
"485,24,Male,Bachelor's,Single,21238.00,731,34171.00,PERSONAL,Employed,4,EXCELLENT,0.515972,75887.00,0,Rubioport,SC,Qatar,1,1,Low,""2026-04-23 19:13:45"",21238.000000,1.6090,2,1"
"486,45,Female,""High School"",Divorced,0.00,694,49724.00,HOME,Unemployed,3,GOOD,0.25739,159939.17,3,""West Benjaminshire"",MO,France,1,0,Medium,""2026-04-23 19:13:45"",69718.619373,0.7132,1,1"
"487,28,Female,""High School"",Single,109624.00,771,16036.00,PERSONAL,Self-employed,1,GOOD,0.152827,95754.00,2,""Port Laura"",CA,""Marshall Islands"",3,2,Medium,""2026-04-23 19:13:45"",109624.000000,0.1463,1,1"
"488,67,Male,Bachelor's,Divorced,48223.00,606,15318.00,BUSINESS,Employed,13,POOR,0.350579,214246.00,4,Shawnview,DC,Georgia,1,2,Low,""2026-04-23 19:13:45"",48223.000000,0.3176,2,1"
"489,45,Female,Master's,Widowed,100821.00,608,25392.00,HOME,Unemployed,9,GOOD,0.186021,186780.00,4,Paulside,AZ,Bangladesh,2,2,Low,""2026-04-23 19:13:45"",100821.000000,0.2519,3,1"
"490,62,Non-binary,PhD,Married,71726.00,658,27097.00,BUSINESS,Unemployed,12,EXCELLENT,0.554995,123775.00,0,""New Alexanderport"",KS,""Pitcairn Islands"",1,2,Low,""2026-04-23 19:13:45"",71726.000000,0.3778,4,1"
"491,54,Non-binary,PhD,Divorced,111760.00,707,36786.00,AUTO,Employed,17,GOOD,0.126647,52120.00,0,Angelaburgh,KS,Luxembourg,4,2,Medium,""2026-04-23 19:13:45"",111760.000000,0.3292,4,1"
"492,64,Female,PhD,Divorced,81572.00,701.157,11684.00,AUTO,Self-employed,8,FAIR,0.14539,74713.00,3,""Port Jessica"",DE,Gabon,2,1,Low,""2026-04-23 19:13:45"",81572.000000,0.1432,4,1"
"493,29,Non-binary,Master's,Widowed,65537.00,713,0.00,AUTO,Self-employed,7,POOR,0.13415,69109.00,1,""East Christinebury"",WA,""Cape Verde"",4,0,Low,""2026-04-23 19:13:45"",65537.000000,0.0000,3,1"
"494,61,Non-binary,Master's,Single,73942.00,620,0.00,PERSONAL,Unemployed,16,FAIR,0.275225,108502.00,0,""Lake Brad"",LA,Brazil,1,0,Low,""2026-04-23 19:13:45"",73942.000000,0.0000,3,1"
"495,29,Female,Master's,Married,100123.00,603,46735.00,BUSINESS,Unemployed,6,FAIR,0.234113,65712.00,0,""North Michael"",IL,Chile,0,0,Low,""2026-04-23 19:13:45"",100123.000000,0.4668,3,0"
"496,51,Male,""High School"",Married,107171.00,763,45955.00,AUTO,Self-employed,8,POOR,0.502591,258221.00,1,Wendyland,NE,Kuwait,1,1,Low,""2026-04-23 19:13:45"",107171.000000,0.4288,1,1"
"497,51,Male,PhD,Married,36756.00,646,39884.00,BUSINESS,Employed,16,EXCELLENT,0.244589,68595.00,2,""New Stephanieville"",VT,Sweden,3,0,Low,""2026-04-23 19:13:45"",36756.000000,1.0851,4,1"
"498,36,Male,PhD,Divorced,43600.00,701.157,40557.00,HOME,Unemployed,5,GOOD,0.473771,159939.17,1,Edwardtown,WV,Swaziland,0,1,Medium,""2026-04-23 19:13:45"",43600.000000,0.9302,4,0"
"501,32,Female,PhD,Married,36150.00,614,47080.00,HOME,Unemployed,3,FAIR,0.383432,280243.00,0,Kariville,NJ,Mauritania,4,2,Medium,""2026-04-23 19:13:45"",36150.000000,1.3024,4,1"
"502,45,Male,Master's,Widowed,22751.00,776,48368.00,HOME,Employed,7,FAIR,0.18132,139323.00,4,""Lake Heather"",CT,Panama,2,0,Medium,""2026-04-23 19:13:45"",22751.000000,2.1260,3,1"
"503,25,Female,PhD,Widowed,0.00,675,25392.00,BUSINESS,Unemployed,2,GOOD,0.275595,61857.00,1,""North Jacobchester"",OH,Djibouti,1,1,Low,""2026-04-23 19:13:45"",70442.604895,0.3605,4,1"
"504,41,Male,PhD,Single,114897.00,724,33782.00,AUTO,Employed,19,POOR,0.100727,203813.00,2,""Lake Joshua"",PR,Afghanistan,0,2,Low,""2026-04-23 19:13:45"",114897.000000,0.2940,4,0"
"506,68,Non-binary,PhD,Single,94676.00,709,27727.00,PERSONAL,Unemployed,7,EXCELLENT,0.370409,233292.00,1,""South Kristen"",CA,Venezuela,2,1,Low,""2026-04-23 19:13:45"",94676.000000,0.2929,4,1"
"507,54,Female,""High School"",Married,96230.00,730,0.00,HOME,Self-employed,4,GOOD,0.298507,174250.00,1,""South Monica"",MN,""Cape Verde"",0,0,High,""2026-04-23 19:13:45"",96230.000000,0.0000,1,0"
"508,37,Non-binary,Master's,Married,83474.00,779,37611.00,PERSONAL,Unemployed,2,FAIR,0.250503,177110.00,3,Rossfurt,AL,""Trinidad and Tobago"",1,1,Low,""2026-04-23 19:13:45"",83474.000000,0.4506,3,1"
"510,58,Male,PhD,Widowed,30596.00,701.157,48782.00,HOME,Self-employed,3,EXCELLENT,0.304205,219451.00,1,""Lake Michael"",IA,""Cocos (Keeling) Islands"",2,1,Low,""2026-04-23 19:13:45"",30596.000000,1.5944,4,1"
"511,40,Non-binary,Master's,Single,91942.00,699.211,17130.00,HOME,Unemployed,9,FAIR,0.278952,231056.00,0,Michaelside,OH,Botswana,1,1,Low,""2026-04-23 19:13:45"",91942.000000,0.1863,3,1"
"512,60,Male,Bachelor's,Widowed,108444.00,662,40153.00,BUSINESS,Unemployed,19,POOR,0.14201,175005.00,0,""North Jenniferstad"",NE,""French Southern Territories"",3,0,Low,""2026-04-23 19:13:45"",108444.000000,0.3703,2,1"
"513,52,Female,Bachelor's,Single,110341.00,707,32742.00,PERSONAL,Unemployed,9,EXCELLENT,0.487182,206337.00,3,""West Josephfurt"",DC,Bolivia,2,1,Medium,""2026-04-23 19:13:45"",110341.000000,0.2967,2,1"
"514,31,Female,""High School"",Single,0.00,697.601,48743.00,BUSINESS,Unemployed,0,GOOD,0.24011,183676.00,0,""East Christinebury"",IA,""El Salvador"",3,1,Medium,""2026-04-23 19:13:45"",69718.619373,0.6991,1,1"
"515,48,Female,""High School"",Married,72563.00,756,15115.00,BUSINESS,Employed,12,POOR,0.452347,135455.00,3,Colemanville,NC,Benin,1,1,Medium,""2026-04-23 19:13:45"",72563.000000,0.2083,1,1"
"517,44,Female,Master's,Single,0.00,655,24935.00,BUSINESS,Self-employed,12,FAIR,0.261008,60470.00,0,""South Amanda"",SD,Barbados,3,1,Medium,""2026-04-23 19:13:45"",69934.968970,0.3565,3,1"
"518,46,Female,""High School"",Widowed,109049.00,705,0.00,BUSINESS,Employed,6,POOR,0.406229,112323.00,3,""Port Meganland"",MO,France,2,1,High,""2026-04-23 19:13:45"",109049.000000,0.0000,1,1"
"519,35,Female,Master's,Divorced,72105.00,654,23126.00,AUTO,Self-employed,12,EXCELLENT,0.457953,159939.17,4,Douglasside,OH,Guinea-Bissau,1,1,Low,""2026-04-23 19:13:45"",72105.000000,0.3207,3,1"
"521,52,Non-binary,PhD,Married,98950.00,678,0.00,AUTO,Employed,9,FAIR,0.541456,186735.00,0,""Port Michael"",GU,""Central African Republic"",3,2,Low,""2026-04-23 19:13:45"",98950.000000,0.0000,4,1"
"522,52,Male,PhD,Divorced,42787.00,613,0.00,HOME,Unemployed,11,POOR,0.418718,275632.00,0,Daviesview,AS,Belarus,2,1,Low,""2026-04-23 19:13:45"",42787.000000,0.0000,4,1"
"523,45,Female,PhD,Married,0.00,749,7380.00,BUSINESS,Self-employed,14,FAIR,0.326196,113701.00,1,""North Cynthiaport"",MN,""Faroe Islands"",3,2,Low,""2026-04-23 19:13:45"",70442.604895,0.1048,4,1"
"524,34,Non-binary,Bachelor's,Single,78609.00,781,44820.00,PERSONAL,Unemployed,8,FAIR,0.26253,177433.00,0,Walkerland,NM,""French Guiana"",0,1,Low,""2026-04-23 19:13:45"",78609.000000,0.5702,2,0"
"525,62,Female,Master's,Widowed,97332.00,716,0.00,AUTO,Self-employed,9,POOR,0.408873,159939.17,4,""East Geraldside"",GU,Bangladesh,2,2,Low,""2026-04-23 19:13:45"",97332.000000,0.0000,3,1"
"527,40,Non-binary,Bachelor's,Divorced,23194.00,644,18194.00,BUSINESS,Unemployed,2,POOR,0.318497,230545.00,4,""New Kimberlyland"",WA,""Netherlands Antilles"",3,1,Low,""2026-04-23 19:13:45"",23194.000000,0.7844,2,1"
"528,55,Non-binary,""High School"",Single,69630.00,697.601,17261.00,AUTO,Employed,4,POOR,0.49344,159939.17,1,Phillipsshire,ME,Poland,4,1,Medium,""2026-04-23 19:13:45"",69630.000000,0.2479,1,1"
"529,53,Non-binary,PhD,Divorced,112776.00,701.157,27814.00,BUSINESS,Employed,18,POOR,0.485846,247189.00,4,Evansfurt,MH,Taiwan,3,0,Low,""2026-04-23 19:13:45"",112776.000000,0.2466,4,1"
"531,60,Male,PhD,Married,0.00,785,31939.00,BUSINESS,Unemployed,1,EXCELLENT,0.287946,159939.17,0,Melissamouth,CO,Iraq,2,2,Low,""2026-04-23 19:13:45"",70442.604895,0.4534,4,1"
"532,58,Female,PhD,Divorced,87158.00,761,45577.00,PERSONAL,Unemployed,1,EXCELLENT,0.259204,148901.00,0,""New Matthewfort"",UT,Norway,0,2,Low,""2026-04-23 19:13:45"",87158.000000,0.5229,4,0"
"533,40,Non-binary,""High School"",Single,79439.00,748,41826.00,BUSINESS,Self-employed,13,FAIR,0.405971,49315.00,1,Williamsshire,VA,""Saint Vincent and the Grenadines"",2,2,Medium,""2026-04-23 19:13:45"",79439.000000,0.5265,1,1"
"535,68,Female,Master's,Married,49672.00,635,0.00,AUTO,Employed,6,FAIR,0.338356,226023.00,4,""North Kathrynborough"",AZ,Australia,3,0,Low,""2026-04-23 19:13:45"",49672.000000,0.0000,3,1"
"536,53,Male,Master's,Divorced,109082.00,665,0.00,BUSINESS,Unemployed,12,GOOD,0.16046,45806.00,0,Kristinaview,VA,Guadeloupe,0,1,Low,""2026-04-23 19:13:45"",109082.000000,0.0000,3,0"
"537,59,Female,Master's,Married,25591.00,792,0.00,AUTO,Unemployed,8,EXCELLENT,0.457486,110440.00,0,""West Maryfurt"",WV,Ethiopia,4,2,Medium,""2026-04-23 19:13:45"",25591.000000,0.0000,3,1"
"538,55,Female,Bachelor's,Divorced,105662.00,730,32440.00,AUTO,Unemployed,17,GOOD,0.547985,243369.00,2,""East Cynthia"",HI,Lesotho,3,2,Medium,""2026-04-23 19:13:45"",105662.000000,0.3070,2,1"
"539,43,Male,Bachelor's,Single,111118.00,654,46199.00,HOME,Unemployed,1,FAIR,0.481645,274277.00,3,Campbellview,NC,Singapore,4,2,Low,""2026-04-23 19:13:45"",111118.000000,0.4158,2,1"
"541,64,Male,PhD,Married,27014.00,780,36704.00,HOME,Unemployed,18,FAIR,0.218802,181585.00,3,""New Donaldside"",SC,""Saudi Arabia"",4,1,Low,""2026-04-23 19:13:45"",27014.000000,1.3587,4,1"
"542,44,Non-binary,PhD,Divorced,96151.00,608,0.00,AUTO,Self-employed,2,EXCELLENT,0.308627,60729.00,0,Gonzalezshire,GA,Mexico,2,1,Low,""2026-04-23 19:13:45"",96151.000000,0.0000,4,1"
"544,53,Non-binary,""High School"",Married,117379.00,697.601,8562.00,PERSONAL,Self-employed,9,POOR,0.148913,253074.00,1,""Port Rachel"",WV,Germany,3,1,Low,""2026-04-23 19:13:45"",117379.000000,0.0729,1,1"
"546,59,Male,Bachelor's,Married,100221.00,660,0.00,PERSONAL,Employed,16,FAIR,0.510308,159939.17,0,Bondmouth,DE,Ukraine,0,0,Low,""2026-04-23 19:13:45"",100221.000000,0.0000,2,0"
"547,24,Male,""High School"",Widowed,32291.00,776,28968.00,BUSINESS,Self-employed,3,EXCELLENT,0.398336,235595.00,0,""East Jonathanside"",MI,Malta,2,0,Medium,""2026-04-23 19:13:45"",32291.000000,0.8971,1,1"
"548,56,Female,""High School"",Single,48214.00,610,8303.00,HOME,Unemployed,15,GOOD,0.491876,159939.17,1,""New Tracyton"",WY,""Palestinian Territory"",2,2,Low,""2026-04-23 19:13:45"",48214.000000,0.1722,1,1"
"549,31,Non-binary,""High School"",Married,46269.00,616,35767.00,BUSINESS,Self-employed,7,POOR,0.104932,272146.00,0,""South Courtneyview"",MS,Tajikistan,0,0,Low,""2026-04-23 19:13:45"",46269.000000,0.7730,1,0"
"550,65,Female,Master's,Single,67259.00,652,33364.00,HOME,Unemployed,16,GOOD,0.354088,159939.17,1,Angelamouth,ME,""Costa Rica"",2,0,Low,""2026-04-23 19:13:45"",67259.000000,0.4961,3,1"
"551,63,Female,Master's,Widowed,44667.00,796,24173.00,BUSINESS,Self-employed,17,GOOD,0.517714,28982.00,4,""West Richard"",CO,""Marshall Islands"",4,0,Low,""2026-04-23 19:13:45"",44667.000000,0.5412,3,1"
"552,35,Non-binary,PhD,Widowed,103748.00,704,41146.00,HOME,Self-employed,2,EXCELLENT,0.274007,294726.00,4,""Lake Jeffreybury"",VA,""Saint Kitts and Nevis"",0,2,Medium,""2026-04-23 19:13:45"",103748.000000,0.3966,4,0"
"553,58,Male,Bachelor's,Divorced,26668.00,783,10147.00,AUTO,Unemployed,0,FAIR,0.315259,38083.00,1,""New Heatherland"",DE,Samoa,2,1,Low,""2026-04-23 19:13:45"",26668.000000,0.3805,2,1"
"554,34,Non-binary,PhD,Widowed,96031.00,652,0.00,AUTO,Unemployed,12,GOOD,0.180042,159939.17,3,Benjaminland,IA,Montserrat,3,0,Medium,""2026-04-23 19:13:45"",96031.000000,0.0000,4,1"
"557,52,Non-binary,Bachelor's,Widowed,60205.00,783,32414.00,BUSINESS,Employed,12,GOOD,0.133614,159939.17,0,""South Shelleybury"",DE,Haiti,0,1,Medium,""2026-04-23 19:13:45"",60205.000000,0.5384,2,0"
"558,21,Non-binary,Master's,Married,98157.00,793,0.00,HOME,Employed,2,GOOD,0.258088,233448.00,3,""East Shannon"",KY,Pakistan,1,0,Low,""2026-04-23 19:13:45"",98157.000000,0.0000,3,1"
"559,54,Male,PhD,Divorced,41725.00,777,31532.00,HOME,Unemployed,1,GOOD,0.329582,257918.00,0,""New Heatherburgh"",NC,Chad,3,0,Low,""2026-04-23 19:13:45"",41725.000000,0.7557,4,1"
"560,41,Male,Master's,Single,117813.00,615,32854.00,AUTO,Unemployed,13,FAIR,0.266668,268628.00,1,""East Shari"",CO,Italy,2,0,Low,""2026-04-23 19:13:45"",117813.000000,0.2789,3,1"
"561,46,Female,""High School"",Widowed,37441.00,642,48806.00,PERSONAL,Self-employed,7,POOR,0.245534,140676.00,3,Ericshire,CO,Lebanon,4,2,Low,""2026-04-23 19:13:45"",37441.000000,1.3035,1,1"
"562,46,Non-binary,PhD,Widowed,99874.00,779,20630.00,BUSINESS,Self-employed,10,POOR,0.504374,192187.00,1,""Lake Stevenport"",OK,Liechtenstein,0,2,High,""2026-04-23 19:13:45"",99874.000000,0.2066,4,0"
"563,67,Male,Master's,Single,0.00,613,11464.00,BUSINESS,Employed,15,POOR,0.154277,299444.00,1,""Lake Dustinville"",SC,Bhutan,4,1,Low,""2026-04-23 19:13:45"",69934.968970,0.1639,3,1"
